date,btc_monthly_price,btc_open,btc_high,btc_low,btc_close,btc_volume,tot_for_purch_us_sec,tot_for_sale_us_sec,net_tot_for_purch_us_sec,net_tot_priv_for_purch_us_sec,net_priv_for_purch_us_treas_bond_note,net_priv_for_purch_us_gov_agcy_bond,net_priv_for_purch_us_corp_bond,net_priv_for_purch_us_equity,net_tot_gov_for_purch_us_sec,net_gov_for_purch_us_treas_bond_note,net_gov_for_purch_us_gov_agcy_bond,net_gov_for_purch_us_corp_bond,net_gov_for_purch_us_equity,tot_dom_sale_for_sec,tot_dom_purch_for_sec,net_dom_purch_for_sec,net_dom_purch_for_bond,net_dom_purch_for_equity,net_for_purch_dom_longterm_sec,net_for_purch_us_t_bills_custodial,tot_for_hold_us_t_bills,tot_priv_for_hold_us_t_bills,tot_gov_for_hold_us_t_bills,tot_month_change_dom_bank_liab_for_inflow,month_change_bank_liab_priv_for_inflow,month_change_bank_liab_gov_for_inflow,month_change_bank_liab_all_for_inflow,cpi_u,gold_price,sp500_open,sp500_high,sp500_low,sp500_close,sp500_volume,usdx_close,usdx_open,usdx_high,usdx_low,10yr_bond_close,10yr_bond_open,10yr_bond_high,10yr_bond_low,10yr_bond_pct_change
2019-Oct,8405.318,8299.721105,10021.74398,7446.988551,9199.584833,21167946112,3377952,3373647,4305,32944,24772,20063,-5582,-6309,-28639,-41530,11826,-1005,2070,1673683,1641589,32094,24781,7313,9379,-20502,-19154,-16411,-2743,-54146,-65269,-31213,-34056,257.346,1494.81,2983.69,3050.1,2855.94,3037.56,77720640000,98.202,97.11,98.495,96.96,1.688,1.67,1.86,1.505,0.0117
2019-Sep,9823.235,9630.593196,10898.76218,7830.758761,8293.867741,17158194786,3557398,3547689,9709,50566,12798,19235,13691,4842,-40857,-52827,6785,1202,3983,1742390,1702990,39400,25001,14399,21919,11268,11730,16104,-4374,-56374,-23187,12817,-36005,256.759,1510.58,2909.01,3021.99,2891.85,2976.74,74178980000,97.154,99.035,99.305,96.885,1.668,1.508,1.908,1.429,0.1124
2019-Aug,10637.17,10077.44259,12273.82138,9421.63016,9630.663848,26583653947,3750243,3800096,-49853,-5980,12138,27295,-21964,-23449,-43873,-50530,3208,987,2462,1534313,1533450,863,-5448,6311,-73010,37623,31122,21748,9374,53508,18121,58740,-40619,256.558,1500.41,2980.32,3013.59,2822.12,2926.46,80269220000,99.021,98.795,99.33,97.735,1.499,2.025,2.061,1.443,-0.2531
2019-Jul,10669.29,10796.93062,13129.52893,9163.134644,10085.62775,17115474183,3364837,3296896,67941,80343,38766,23603,-1370,19344,-12402,-31915,16041,-1385,4857,1690569,1678622,11947,13903,-1956,58845,9761,12517,14001,-1484,-8755,59851,69674,-9823,256.571,1412.89,2971.41,3027.98,2952.22,2980.38,70599470000,98.86,98.365,98.97,96.98,2.007,2.045,2.15,1.939,0.0003
2019-Jun,9379.125,8573.839725,13796.48908,7564.488604,10817.1556,11454806419,3510363,3447125,63238,62705,4683,25530,9941,22551,533,-14605,12010,-678,3806,1566488,1531533,34955,13342,21613,79386,-13292,-20669,-9999,-10670,-55598,10496,7524,2972,256.143,1359.04,2751.53,2964.15,2728.81,2941.76,71250630000,98.258,95.775,98.445,95.775,2.007,2.126,2.178,1.974,-0.0593
2019-May,7257.178,5350.914506,9008.314568,5347.646106,8574.501649,16631520648,3653150,3656732,-3582,12117,-9789,12154,13795,-4043,-15699,-21848,2719,832,2598,1516310,1506961,9349,11003,-1654,-11547,285,-7288,2576,-9864,66905,55643,87589,-31947,256.092,1283.7,2952.33,2954.13,2750.52,2752.06,77250740000,95.666,97.7,97.72,95.365,2.133,2.509,2.578,2.126,-0.1479
2019-Apr,5162.093,4105.362421,5642.044593,4096.901255,5350.726697,27256473494,3081412,3053703,27709,48425,39425,14670,-5016,-654,-20716,-31029,10635,51,-373,1463268,1452776,10492,10730,-238,32335,-31254,-29665,-19007,-10658,-319,762,-2363,3125,255.548,1285.91,2848.63,2949.52,2848.63,2945.83,70090370000,97.666,97.23,98.26,96.81,2.504,2.43,2.614,2.424,0.0402
2019-Mar,3972.642,3853.757132,4296.80665,3733.749661,4105.404296,25365190957,3416252,3437708,-21456,-11840,5970,1637,5028,-24475,-9616,-12443,3102,-1111,836,1607322,1605243,2079,7050,-4971,-31210,70970,24553,25139,-586,2930,42690,59357,-16667,254.202,1300.9,2798.22,2860.31,2722.27,2834.4,79159660000,97.201,96.795,98.085,96.365,2.407,2.719,2.768,2.34,-0.1141
2019-Feb,3705.385,3460.547124,4210.641755,3391.023752,3854.785282,13878964574,3123170,3087727,35443,46827,30420,13093,12310,-8996,-11384,-17520,9375,-1568,-1671,1366164,1356451,9713,1373,8340,27248,-10262,7393,-1683,9076,-37766,-20780,-15809,-4972,252.776,1320.07,2702.32,2813.49,2681.83,2784.49,70638770000,96.845,96.165,97.665,95.17,2.717,2.645,2.74,2.624,0.0319
2019-Jan,3705.703,3746.713387,4109.021065,3400.819726,3457.792747,9045122443,3375902,3400659,-24757,-9402,5483,10058,7341,-32284,-15355,-26524,12873,-2432,728,1539899,1527343,12556,20958,-8402,-23741,-13857,-13181,-8054,-5127,-114584,-152182,-139100,-13082,251.712,1291.75,2476.96,2708.95,2443.96,2704.1,80859870000,96.043,95.29,97.23,95.11,2.633,2.686,2.799,2.543,-0.0198
2018-Dec,3726.958,4024.464242,4309.377312,3191.303562,3742.700335,8399767798,3038995,3126727,-87732,-65468,-49485,13020,-10003,-19000,-22264,-24288,2012,-808,820,1239209,1196199,43010,31097,11913,-56564,23747,3005,-331,3336,-54000,-86817,-66877,-19940,251.233,1250.4,2790.5,2800.18,2346.58,2506.85,84162180000,95.304,95.69,96.56,94.635,2.686,3.037,3.05,2.679,-0.1027
2018-Nov,5435.734,6318.14,6552.16,3585.06,4017.268457,5831198271,3296545,3299512,-2967,25647,20083,14353,-3840,-4949,-28614,-33287,5199,189,-715,1550240,1514709,35531,26256,9275,20442,31381,19833,14676,5157,-31309,20514,34540,-14026,252.038,1220.65,2717.58,2815.15,2631.09,2760.17,80620020000,95.735,97.055,97.705,95.585,2.993,3.155,3.25,2.988,-0.0495
2018-Oct,6493.259,6619.85,6965.06,6236.47,6317.61,4661840806,3707084,3713649,-6565,29618,44366,6891,4340,-25979,-36183,-42646,4698,-2026,3791,1588903,1550423,38480,32617,5863,19010,14065,8261,18301,-10040,40657,73732,109611,-35879,252.885,1215.39,2926.29,2939.86,2603.54,2711.74,91930980000,97.196,96.885,97.53,95.485,3.149,3.067,3.261,3.046,0.0275
2018-Sep,6615.916,7044.81,7388.43,6197.52,6625.56,6048016717,2682921,2675462,7459,21044,4138,19568,6382,-9044,-13585,-15677,10281,-320,-7869,1348427,1325051,23376,23170,206,17443,-15527,-36039,-23439,-12600,-26759,-24843,28669,-53512,252.439,1198.39,2896.96,2940.91,2864.12,2913.98,63031510000,96.901,94.71,96.98,94.47,3.065,2.86,3.113,2.855,0.0715
2018-Aug,6713.498,7769.04,7769.04,5971.05,7037.58,4191240000,2940084,2862989,77095,69926,55237,14403,14923,-14637,7169,7894,1601,-8,-2318,1466422,1411874,54548,56019,-1471,117008,7952,-7789,2537,-10326,-49044,75916,62730,13186,252.146,1201.71,2821.17,2916.5,2796.34,2901.52,69523070000,94.737,95.115,95.68,93.395,2.86,2.958,3.016,2.808,-0.0342
2018-Jul,7122.224,6411.680176,8424.269531,6136.419922,7780.44,4002280000,2734323,2699867,34456,47787,41711,13417,7063,-14404,-13331,-22773,10196,-1070,316,1338486,1304313,34173,32853,1320,50782,4121,8658,5370,3288,-5745,49158,62412,-13254,252.006,1237.71,2704.95,2848.03,2698.95,2816.29,64898300000,95.083,94.355,96.865,94.29,2.962,2.858,2.99,2.807,0.0355
2018-Jun,6805.899,7500.700195,7754.890137,5826.410156,6404,4495650000,2893493,2939048,-45555,-43578,-40251,13094,9758,-26179,-1977,-8322,6791,423,-869,1401436,1392387,9049,15407,-6358,-51300,266896,9270,19244,-9974,-20150,195446,219274,-23829,251.989,1281.57,2718.7,2791.47,2691.99,2718.37,77891360000,94.275,94.3,95.44,93.44,2.86,2.862,3.01,2.822,0
2018-May,8469.655,9251.469727,9964.5,7090.680176,7494.169922,5287530000,3115292,3092761,22531,33460,50502,1689,9117,-27848,-10929,-23803,13531,-1861,1204,1428734,1403676,25058,26081,-1023,33084,32465,29600,6479,23121,4959,70508,52297,18211,251.588,1303.45,2642.96,2742.24,2594.62,2705.27,76011820000,94.349,93.96,95.255,93.18,2.86,2.959,3.128,2.759,-0.032
2018-Apr,7998.431,7003.060059,9745.320313,6526.870117,9240.549805,4543860224,2834844,2812248,22596,66061,43479,14024,3030,5528,-43465,-48255,5696,-1440,534,1471684,1400341,71343,38561,32782,177112,9261,-5273,-9847,4574,54445,240818,259924,-19106,250.546,1334.76,2633.45,2717.49,2553.8,2648.05,70194700000,93.959,91.62,94.975,91.595,2.955,2.759,3.035,2.717,0.0782
2018-Mar,9078.509,10385,11704.09961,6683.930176,6973.529785,5127130112,2964255,2943108,21147,-14767,-23312,7032,20755,-19242,35914,18389,18245,1615,-2335,1475513,1431856,43657,37779,5878,51240,-17162,-10405,4898,-15303,-92007,-57929,-66157,8228,249.554,1324.66,2715.22,2801.9,2585.89,2640.87,76803890000,91.63,89.68,91.79,88.945,2.741,2.866,2.936,2.739,-0.0431
2018-Feb,9449.414,10237.2998,11958.5,6048.259766,10397.90039,8673920000,3303018,3245404,57614,31316,24127,5545,2021,-377,26298,19059,6276,1512,-549,1331709,1340284,-8575,-3068,-5507,35685,48830,16781,7902,8879,-30618,53897,27647,26250,248.991,1330.73,2816.45,2835.96,2532.69,2713.83,79933970000,89.812,90.655,90.885,88.53,2.864,2.724,2.957,2.648,0.0559
2018-Jan,13096.25,14112.2002,17712.40039,9402.290039,10221.09961,4553269760,2990826,2928426,62400,61545,13565,17116,-2580,33444,855,-5215,5406,-288,952,1486546,1487547,-1001,7997,-8998,46676,18452,7633,-169,7802,70120,135248,92709,42539,247.867,1331.3,2683.73,2872.87,2682.36,2823.81,77318690000,90.551,88.935,90.65,88.15,2.713,2.429,2.754,2.416,0.1277
2017-Dec,15179.18,10198.59961,20089,9694.650391,14156.40039,6936189952,2638404,2607400,31004,38965,-9906,12124,-301,37048,-7961,-6054,4318,-960,-5265,1069640,1077431,-7791,1361,-9152,7543,90556,-7522,14823,-22345,-110812,-12713,30936,-43649,246.524,1264.45,2645.1,2694.97,2605.52,2673.61,65531700000,88.954,91.895,92.36,88.255,2.405,2.411,2.504,2.314,-0.004
2017-Nov,7765.502,6440.970215,11517.40039,5519.009766,10233.59961,8041160192,2761419,2726712,34707,33699,-12092,5148,28734,11909,1008,-6733,7119,-95,717,1317143,1294473,22670,21227,1443,40903,-2544,-111,-7522,7411,-11025,27334,36944,-9610,246.669,1281.9,2583.21,2657.74,2557.45,2647.58,73416960000,91.826,92.905,94.21,91.805,2.415,2.379,2.437,2.304,0.0158
2017-Oct,5319.503,4341.049805,6470.430176,4164.049805,6468.399902,12136299520,2706579,2696114,10465,28516,-2058,6546,10651,13377,-18051,-20206,3425,-204,-1066,1293275,1277537,15738,27765,-12027,7320,41541,28638,21658,6980,95980,144841,143242,1599,246.663,1279.51,2521.2,2582.98,2520.4,2575.26,71088550000,93.002,94.415,95.07,92.43,2.378,2.344,2.477,2.273,0.0165
2017-Sep,4065.663,4701.759766,4975.040039,2946.620117,4338.709961,8310689792,2590968,2528635,62333,61041,13134,9062,15631,23214,1292,-399,-177,-1176,3044,1362945,1342849,20096,24162,-4066,60004,9660,8432,7344,1088,-109010,-39346,-21048,-18298,246.819,1314.07,2474.42,2519.44,2446.55,2519.36,66624120000,94.429,92.965,95.06,92.59,2.339,2.127,2.359,2.016,0.103
2017-Aug,3843.354,2871.300049,4736.049805,2668.590088,4703.390137,2311379968,2666099,2625503,40596,40380,19694,8167,16692,-4173,216,-2217,1069,2532,-1168,1168250,1135651,32599,32244,355,56932,-34798,-5962,508,-6470,102277,124411,124127,284,245.519,1283.04,2477.1,2490.87,2417.35,2471.65,70784900000,92.883,92.6,93.495,90.99,2.121,2.303,2.321,2.086,-0.0764
2017-Jul,2514.551,2492.600098,2916.139893,1843.030029,2875.340088,1207449984,2322532,2321795,737,12382,15448,5865,2722,-11653,-11645,-15938,4424,205,-336,1100156,1103988,-3832,11681,-15513,-20019,13535,6662,6021,641,28481,21997,24397,-2400,244.786,1236.84,2431.39,2484.04,2407.7,2470.3,63348090000,92.628,92.805,94.055,91.55,2.296,2.314,2.398,2.225,-0.0033
2017-Jun,2629.26,2288.330078,2999.909912,2212.959961,2480.840088,1944930048,2875287,2840024,35263,25233,11103,16514,3527,-5911,10030,8629,682,-720,1439,1231431,1232305,-874,14347,-15221,16214,32734,-11005,-11539,534,-6110,42838,25821,17017,244.955,1260.26,2415.65,2453.82,2405.7,2423.41,81078810000,92.718,95.405,96.255,92.635,2.304,2.213,2.309,2.103,0.0441
2017-May,1885.489,1348.300049,2763.709961,1348.300049,2286.409912,860574976,2954733,2859228,95505,117624,82292,10479,24614,239,-22119,-35925,11865,1453,488,1191244,1194824,-3580,10076,-13656,74945,27455,19199,16425,2774,-51762,50638,72663,-22025,244.733,1246.04,2388.5,2418.71,2352.72,2411.8,79719460000,95.421,96.955,97.555,95.225,2.206,2.282,2.423,2.181,-0.0362
2017-Apr,1202.244,1071.709961,1347.910034,1061.089966,1347.890015,860273024,2163762,2159961,3801,6240,-14550,1463,7782,11545,-2439,-7978,2760,-8,2787,948498,942644,5854,28222,-22368,-3798,14708,-4374,-13045,8671,56083,66993,69534,-2541,244.524,1266.88,2362.34,2398.16,2328.95,2384.2,65369860000,96.854,98.93,99.765,96.7,2.289,2.396,2.405,2.165,-0.0419
2017-Mar,1131.084,1180.040039,1280.310059,903.7130127,1071.790039,1544829952,2934640,2899112,35528,41407,31408,-548,6713,3834,-5879,-7023,-532,2013,-337,1161955,1129941,32014,35241,-3227,54174,2970,12586,-3732,16318,-43783,13361,20992,-7631,243.801,1231.42,2380.13,2400.98,2322.25,2362.72,81664010000,98.898,100.405,101.265,98.565,2.389,2.415,2.629,2.348,-0.0033
2017-Feb,1058.019,970.940979,1200.390015,946.690979,1179.969971,413115008,2486817,2448546,38271,42865,-1456,6683,17932,19706,-4594,-12019,6052,-345,1718,951436,930897,20539,26623,-6084,17740,-13605,-12234,-13472,1238,20027,24162,28236,-4074,243.603,1234.2,2285.59,2371.54,2271.65,2363.64,69260940000,100.218,101.475,102.27,98.67,2.397,2.461,2.524,2.31,-0.0279
2017-Jan,913.5623,963.65802,1191.099976,755.7559814,970.4030151,447287008,2400436,2383293,17143,62128,36325,11516,-4888,19175,-44985,-43499,1036,-1031,-1491,915038,921567,-6529,239,-6768,-4596,7958,-35,-2738,2703,109854,113217,138155,-24939,242.839,1192.1,2251.57,2300.99,2245.13,2278.87,70576420000,101.129,99.58,101.75,99.195,2.466,2.439,2.555,2.305,0.0081
2016-Dec,823.9391,746.0460205,979.3969727,746.0460205,963.742981,184956000,2341063,2354212,-13149,-30471,-40288,11508,5656,-7347,17322,17785,1149,-1105,-507,834798,830793,4005,19280,-15275,-27271,18925,6231,4098,2133,-89497,-97843,-112831,14988,241.432,1157.36,2200.17,2277.53,2187.44,2238.83,75344550000,99.481,102.815,103.815,99.4,2.446,2.397,2.641,2.34,0.0235
2016-Nov,725.4694,701.3369751,756.2369995,678.1560059,745.690979,164582000,2800964,2780477,20487,20431,2245,12690,8322,-2826,56,-1927,2961,-1046,68,931681,911348,20333,17020,3313,20642,-13457,-27,-471,444,19566,26751,21766,4985,241.353,1238.35,2128.68,2214.1,2083.79,2198.81,88445380000,102.286,101.56,103.625,99.49,2.39,1.838,2.417,1.716,0.3092
2016-Oct,642.176,609.9290161,720.4019775,609.4790039,700.9719849,99135104,2388199,2398243,-10044,28739,-13329,14201,6197,21670,-38783,-46439,7859,-1087,884,860015,841730,18285,20582,-2297,-15737,-19393,-36125,-39102,2977,50730,15600,48226,-32626,241.729,1266.55,2164.33,2169.6,2114.72,2126.15,72915530000,101.539,98.39,102.12,95.905,1.826,1.6,1.879,1.593,0.1424
2016-Sep,605.1691,575.5460205,628.8179932,570.8109741,609.7349854,84070800,2414405,2465801,-51396,-12555,-32124,19166,1841,-1438,-38841,-42205,4757,-985,-408,904156,881372,22784,22370,414,-66632,28937,9235,-10107,19342,-109142,-146837,-116922,-29915,241.428,1326.61,2171.33,2187.87,2119.12,2168.27,77023620000,98.422,95.435,99.09,95.39,1.598,1.58,1.752,1.519,0.0124
2016-Aug,580.3854,624.6019897,626.1190186,531.3339844,575.4719849,97064400,2552556,2528525,24031,63840,19273,22457,18529,3581,-39809,-42058,1534,1187,-472,790709,770521,20188,20082,106,24257,20850,7041,10817,-3776,-20967,24140,56386,-32246,240.849,1340.17,2173.15,2193.81,2147.58,2170.95,75610310000,95.385,96.015,96.305,94.44,1.578,1.463,1.635,1.463,0.0887
2016-Jul,661.7742,672.5150146,704.9680176,611.8339844,624.6810303,56122400,2273827,2208883,64944,82843,15404,26920,17427,23092,-17899,-28154,6528,-1087,4814,820243,786461,33782,32093,1689,80615,-10268,-5644,-9683,4039,40973,111320,130294,-18974,240.628,1336.66,2099.34,2177.09,2074.02,2173.6,69530250000,96.012,95.49,96.5,94.05,1.45,1.471,1.628,1.321,-0.017
2016-Jun,639.7912,531.1069946,777.9899902,525.6359863,673.3369751,75840896,2538275,2539913,-1638,27237,6924,21790,7593,-9070,-28875,-33677,3094,462,1246,813511,821474,-7963,1662,-9625,-48741,13836,-4380,4663,-9043,-149781,-184686,-151282,-33404,241.018,1276.4,2093.94,2120.55,1991.68,2098.86,86852700000,95.491,95.955,97.62,95.335,1.475,1.844,1.856,1.406,-0.2033
2016-May,460.7732,448.4840088,553.960022,437.3890076,531.3859863,110818000,2497905,2481567,16338,37230,3334,26300,18922,-11326,-20892,-23198,525,650,1131,793663,764227,29436,27212,2224,20742,-9275,-7845,-4540,-3305,-26261,-14794,3370,-18164,240.229,1260.95,2067.17,2103.48,2025.91,2096.95,78883600000,96.203,95.8,96.865,93.025,1.851,1.83,1.89,1.7,0.0088
2016-Apr,433.8057,416.7600098,467.9649963,415.8309937,448.3179932,138980000,2211700,2257466,-45766,-37545,-62901,25077,2318,-2039,-8221,-10999,3191,-1640,1227,898690,912437,-13747,3761,-17508,-85473,-14368,-26227,-8061,-18166,193160,93319,118053,-24734,239.261,1242.26,2056.62,2111.05,2033.8,2065.3,81124990000,95.878,92.995,95.96,91.88,1.835,1.784,1.941,1.685,0.0365
2016-Mar,416.7864,437.9169922,439.6530151,394.0350037,416.7290039,138450000,2539210,2473939,65271,83513,42728,28356,26044,-13615,-18242,-16292,1130,-516,-2564,922065,909229,12836,23095,-10259,63368,3016,9134,25054,-15920,-163571,-97187,-57178,-40009,238.132,1245.14,1937.09,2072.21,1937.09,2059.74,92639420000,93.054,94.62,95.21,92.975,1.77,1.737,2.002,1.702,0.0185
2016-Feb,403.3317,369.3500061,448.04599,367.9570007,437.696991,69322600,2741656,2714769,26887,67085,57604,12185,12703,-15407,-40198,-47200,6324,-534,1212,798317,756106,42211,43881,-1670,38097,-6648,-2954,7717,-10671,-19041,12408,36559,-24151,237.111,1199.5,1936.94,1962.96,1810.1,1932.23,93049560000,94.578,98.205,98.595,94.295,1.738,1.933,1.966,1.53,-0.0959
2016-Jan,411.487,430.7210083,462.9339905,354.9140015,368.7669983,60215200,2332801,2370793,-37992,18313,6863,4482,4489,2479,-56305,-57161,1743,372,-1259,756507,735594,20913,27707,-6794,-54566,674,-4303,2736,-7039,163607,109715,160402,-50687,236.916,1097.91,2038.2,2038.2,1812.29,1940.24,92409770000,98.219,99.7,99.75,95.28,1.923,2.293,2.293,1.911,-0.1528
2015-Dec,423.0278,377.4140015,469.1029968,349.4649963,430.5669861,60694700,2188066,2231457,-43391,7962,12194,733,4469,-9434,-51353,-48099,1020,54,-4328,746153,731819,14334,19080,-4746,-42258,71172,54123,43855,10268,-102924,-74010,-46628,-27382,236.525,1075.74,2082.93,2104.27,1993.26,2043.94,83649260000,99.652,98.76,99.95,98.11,2.269,2.217,2.358,2.12,0.0279
2015-Nov,348.3472,315.0050049,495.5620117,300.9970093,377.3210144,37894300,2370543,2326254,44289,44441,37480,10222,6874,-10135,-152,892,3714,-1820,-2938,803225,812872,-9647,-11304,1657,19464,52319,51765,32625,19140,-60987,10796,-4481,15278,237.336,1086.44,2080.76,2116.48,2019.39,2080.41,75943590000,98.745,100.25,100.6,97.21,2.208,2.137,2.377,2.13,0.0289
2015-Oct,263.8482,236.0039978,334.1690063,235.6159973,314.1659851,45996600,2419330,2465116,-45786,-28024,-38130,9399,13017,-12310,-17762,-17023,667,-913,-493,938885,907573,31312,36102,-4790,-28116,-34470,-48301,-27521,-20780,144240,81654,111350,-29696,237.838,1159.25,1919.65,2094.32,1893.7,2079.36,85844900000,100.21,96.815,100.36,96.71,2.146,2.042,2.183,1.904,0.0544
2015-Sep,233.8498,230.2559967,259.1820068,225.1170044,236.0599976,71701600,2522788,2517341,5447,30745,34591,4372,18344,-26562,-25298,-17234,249,-2704,-5609,846931,822737,24194,34841,-10647,14099,-36510,-34812,-7181,-27631,-172211,-194622,-157413,-37209,237.945,1124.77,1970.09,2020.86,1871.91,1920.03,79989370000,97.019,96.4,97.895,93.83,2.035,2.214,2.303,2.035,-0.081
2015-Aug,251.8207,284.6860046,285.7149963,199.5670013,230.0559998,48598100,2611568,2639654,-28086,13457,6137,11518,9705,-13903,-41543,-41103,-1784,-197,1541,824414,782057,42357,42473,-116,-154,2957,7037,10525,-3488,-10229,-7426,28453,-35879,238.316,1117.93,2104.49,2112.66,1867.01,1972.18,84626790000,96.48,95.89,96.88,94.195,2.214,2.2,2.293,1.905,0.0124
2015-Jul,279.3289,263.3450012,314.3940125,253.5050049,284.6499939,19743500,2706295,2699241,7054,25515,-7264,7697,18448,6634,-18461,-21453,2690,567,-265,1015854,1012501,3353,20439,-17086,-5404,-12289,-6359,2764,-9123,162932,145239,160125,-14886,238.654,1128.31,2067,2132.82,2044.02,2103.84,77920590000,95.854,97.305,98.425,92.52,2.187,2.373,2.47,2.176,-0.0691
2015-Jun,237.5446,230.2330017,267.8670044,221.2960052,263.071991,20710700,2724740,2635395,89345,94733,82897,17980,16023,-22167,-5388,-10887,7627,-2152,24,1032598,1016646,15952,29369,-13417,88819,-6402,-6,8656,-8662,-209978,-127561,-92883,-34678,238.638,1181.5,2108.64,2129.87,2056.32,2063.11,73213980000,97.439,95.795,98.31,95.555,2.349,2.128,2.5,2.106,0.1066
2015-May,237.1653,235.9389954,247.8040009,228.572998,230.1900024,23629100,2421621,2338839,82782,79131,57962,9992,21534,-10357,3651,-4604,4949,2843,463,948045,934376,13669,24930,-11261,80645,3786,11839,2491,9348,43178,127609,125594,2016,237.805,1198.63,2087.38,2134.72,2067.93,2107.39,65187730000,95.661,96.99,97.76,93.3,2.123,2.049,2.366,2.046,0.0432
2015-Apr,235.4728,244.2230072,261.7980042,214.8739929,236.1450043,44533800,2267418,2221999,45419,66946,30617,24134,4633,7562,-21527,-24176,6084,-311,-3124,972165,959517,12648,33375,-20727,40407,-2123,-12845,-15970,3125,73161,111445,121729,-10284,236.599,1198.93,2067.63,2125.92,2048.38,2085.51,72060940000,96.986,94.94,97.88,93.155,2.035,1.93,2.11,1.802,0.0564
2015-Mar,269.0765,254.2830048,300.0440063,236.5149994,244.223999,14730800,2752983,2742977,10006,27924,31681,13258,9378,-26393,-17918,-23644,4158,2120,-552,964957,970088,-5131,7243,-12374,-44965,12479,21549,8472,13077,-125194,-157681,-151467,-6213,236.119,1178.63,2105.23,2117.52,2039.69,2067.89,76675850000,94.714,98.73,100.27,94.47,1.927,2.005,2.259,1.852,-0.035
2015-Feb,233.7392,216.8670044,265.6109924,212.0149994,254.2630005,33818600,2527698,2514740,12958,23202,4984,8006,10141,71,-10244,-11133,930,-816,775,793373,786640,6733,14071,-7338,5914,25480,19915,8599,11316,-91,31303,12565,18738,234.722,1227.08,1996.67,2119.59,1980.9,2104.5,68775560000,98.661,95.375,100.38,94.765,1.997,1.653,2.164,1.649,0.2181
2015-Jan,250.6174,320.4349976,320.4349976,171.5099945,217.4640045,22672000,2392560,2416155,-23595,-11591,-42613,6173,6604,18245,-12004,-12374,2935,-891,-1674,840430,827760,12670,25869,-13199,-97420,8746,-10815,-15586,4771,118800,30126,-8570,38696,233.707,1250.75,2058.9,2072.36,1988.12,1994.99,77330040000,95.321,94.905,95.44,93.385,1.639,2.2,2.213,1.637,-0.2448
2014-Dec,342.0989,378.2489929,384.0379944,304.2319946,320.1929932,13949300,2448820,2451164,-2344,17581,1476,5254,6237,4614,-19925,-17078,-4023,882,294,753560,711967,41593,37287,4306,37715,-7940,24798,31475,-6677,-196370,-166595,-151812,-14783,234.812,1200.62,2065.78,2093.55,1972.56,2058.9,80743820000,94.998,90.81,95.85,90.8,2.17,2.178,2.347,2.009,-0.0012
2014-Nov,366.1715,338.6499939,457.0929871,320.6260071,378.0469971,23348200,2076252,2016889,59363,53128,2714,18726,25660,6028,6235,-7547,14564,-525,-257,680118,705803,-25685,3594,-29279,21974,6019,8825,3939,4886,-24789,3204,2873,332,236.151,1175.33,2018.21,2075.76,2001.01,2067.56,63600190000,90.647,88.37,90.665,87.805,2.173,2.309,2.407,2.166,-0.0696
2014-Oct,364.7669,387.427002,411.697998,289.29599,338.3210144,13942900,2807884,2822841,-14957,-15431,3053,2236,6339,-27059,474,-2514,1614,1556,-182,856884,843280,13604,27574,-13970,-13849,24513,23952,12299,11653,172904,183568,166894,16674,237.433,1222.49,1971.44,2018.19,1820.66,2018.05,93714040000,88.413,87.13,88.515,86.975,2.335,2.5,2.508,1.865,-0.064
